Publication Number,DWPIManualCodes
US10223677B2,T01-N02B1B
US10223677B2,T01-N03A1
US10223677B2,T01-S03
EP3507753A1,T01-J05B4P
EP3507753A1,T01-M06A1
EP3507753A1,T01-N01A1
EP3507753A1,T01-N01D
EP3507753A1,T01-S03
EP3507753A1,W01-C01D3C
EP3507753A1,W01-C01G8S
WO2018044951A1,T01-J05B4P
WO2018044951A1,T01-M06A1
WO2018044951A1,T01-N01A1
WO2018044951A1,T01-N01D
WO2018044951A1,T01-S03
WO2018044951A1,W01-C01D3C
WO2018044951A1,W01-C01G8S
WO2019067472A1,T01-J05B4P
WO2019067472A1,T01-N01A1
WO2019067472A1,T01-N01D
WO2019067472A1,T01-N02A2E
WO2019067472A1,T01-N02B1B
WO2019067472A1,T01-S03
US9183551B2,T01-J05A
US9183551B2,T01-J05B4P
US9183551B2,T01-J30D
US9183551B2,T01-S03
WO2020006303A1,T01-N01A1
WO2020006303A1,T01-N01D3
WO2020006303A1,T01-S03
US10402830B2,T01-J05A
US10402830B2,T01-S03
WO2019060465A1,T01-N01A1
WO2019060465A1,T01-N01D3
WO2019060465A1,T01-S03
WO2012037404A3,T01-N01A1
WO2012037404A3,T01-N01A2D
WO2012037404A3,T01-N02B1B
WO2012037404A3,T01-S03
WO2012037404A2,T01-N01A1
WO2012037404A2,T01-N01A2D
WO2012037404A2,T01-N02B1B
WO2012037404A2,T01-S03
US9898719B2,T01-J05A1
US9898719B2,T01-N01A1
US9898719B2,T01-S03
US9898719B2,W01-C01D3C
US9898719B2,W01-C01G8
US9898719B2,W01-C01P2
WO2020056141A1,T01-J05A
WO2020056141A1,T01-S03
WO2019160996A1,T01-C03C
WO2019160996A1,T01-C08A
WO2019160996A1,T01-N01A1
WO2019160996A1,T01-S03
WO2019160996A1,W01-A06C4
WO2019160996A1,W04-V01
US10037516B2,T01-F05B2
US10037516B2,T01-N01A1
US10037516B2,T01-S03
US10037516B2,T05-L01C
US10037516B2,T05-L01D
US10032164B2,T01-D01
US10032164B2,T01-J05B4P
US10032164B2,T01-J11G
US10032164B2,T01-J12C1
US10032164B2,T01-J12D
US10032164B2,T01-J20B1
US10032164B2,T01-N01A1
US10032164B2,T01-N02A2
US10032164B2,T01-N02A3C
US10032164B2,T01-N02B1B
US10032164B2,T01-S03
US10032164B2,W01-C01D3C
US10134032B2,T01-C03A
US10134032B2,T01-C03C
US10134032B2,T01-D01
US10134032B2,T01-J05B4P
US10134032B2,T01-N01A1
US10134032B2,T01-N01D
US10134032B2,T01-N02A3
US10134032B2,T01-S03
US10134032B2,T05-L01B
US10134032B2,T05-L01D
US8886557B2,T01-J05A1
US8886557B2,T01-S03
US8886557B2,T05-C01
US8886557B2,T05-F
US8886557B2,T05-H03
US8886557B2,T05-H04
US9940622B2,T01-N01A1
US9940622B2,T01-N01D3
US9940622B2,T01-N02A2C
US9940622B2,T01-N02B1B
US9940622B2,T01-S03
WO2012150985A1,T01-J05A1
WO2012150985A1,T01-J05A2C
US9508072B2,T01-J05B4P
US9508072B2,T01-N01A1
US9508072B2,T01-N02B1B
US9508072B2,T01-N02B2B
US9508072B2,T01-S03
WO2017152956A1,T01-J05A1
WO2017152956A1,T01-J05B4B
WO2017152956A1,T01-J12C
WO2017152956A1,T01-N01A1
WO2017152956A1,W01-C01D3C
WO2017152956A1,W01-C01G8S
WO2017152956A1,W01-C01Q
US9734520B2,T01-N01A
US9734520B2,T01-N01D3
US9734520B2,T01-N02A3
US9734520B2,T01-S03
US9721237B2,T01-D01
US9721237B2,T01-D02
US9721237B2,T01-E01
US9721237B2,T01-F05G
US9721237B2,T01-M06A1
US9721237B2,T01-N01A1
US9721237B2,T01-N03A2
US9721237B2,T01-S03
US9721237B2,T04-A03B
US9721237B2,T04-C02
US9721237B2,W01-A05A1
US9721237B2,W01-C01D3C
US9721237B2,W01-C01G8
US9721237B2,W01-C01P2
US9811813B2,T01-F05B2
US9811813B2,T01-J05A1
US9811813B2,T01-S03
EP1299865A2,T01-N01A1
EP1299865A2,T01-N01A2A
EP1299865A2,T01-N02B1B
EP1299865A2,T01-S03
EP1299865A2,T05-H02C3
EP1299865A2,T05-L02
WO2002005231A3,T01-N01A1
WO2002005231A3,T01-N01A2A
WO2002005231A3,T01-N02B1B
WO2002005231A3,T01-S03
WO2002005231A3,T05-H02C3
WO2002005231A3,T05-L02
WO2002005231A2,T01-N01A1
WO2002005231A2,T01-N01A2A
WO2002005231A2,T01-N02B1B
WO2002005231A2,T01-S03
WO2002005231A2,T05-H02C3
WO2002005231A2,T05-L02
US9542671B2,T01-N01A1
US9542671B2,T01-N02B1A
US9542671B2,T01-N03B2
US9542671B2,T01-S03
US9542671B2,T05-L02
US9576315B2,T01-E02B
US9576315B2,T01-N01A
US9576315B2,T01-N01D
WO2019133721A1,T01-N01A1
WO2019133721A1,T05-L01C
WO2019133721A1,T05-L01D
WO2019118720A1,T01-D01
WO2019118720A1,T01-E04
WO2019118720A1,T01-J05B2B
WO2019118720A1,T01-J05B4P
WO2019118720A1,T01-J10B2
WO2019118720A1,T01-J12C1
WO2019118720A1,T01-S03
WO2019118720A1,W01-A05B
US7475043B2,T01-N01A2A
US7475043B2,T01-N02B1G
US7475043B2,T01-N03A2
US7693796B2,T01-J05B2B
US7693796B2,T01-J05B4P
US7693796B2,T01-N01A
US7693796B2,T01-N01D2
US7693796B2,T01-N01D3
US7693796B2,T01-N02A3
US7693796B2,T01-N02B1G
US10163075B2,T01-N01A2
US10163075B2,T01-N02A3C
US10579720B2,T01-F05B2
US10579720B2,T01-J11A
US10579720B2,T01-M06S
US10579720B2,T01-N01A
US10579720B2,T01-N02A3C
US10579720B2,T01-N02B1
US10579720B2,T01-S03
US9547853B2,T01-H01C2
US9547853B2,T01-N01A1
US9547853B2,T01-N01A2E
US9547853B2,T01-N02B1B
US9547853B2,T01-S03
US9514452B2,T01-J11E
US9514452B2,T01-J12
US9514452B2,T01-N01A1
US9514452B2,T01-S03
US9514452B2,W01-C01D3C
US10055707B2,T01-C03A
US10055707B2,T01-F04
US10055707B2,T01-J05B4P
US10055707B2,T01-N01A2
US10055707B2,T01-N02A3C
US10055707B2,T01-N02B1B
US10055707B2,T01-S03
US10055707B2,W01-A06C4
WO2016164494A1,T01-C03A
WO2016164494A1,T01-F04
WO2016164494A1,T01-J05B4P
WO2016164494A1,T01-N01A2
WO2016164494A1,T01-N02A3C
WO2016164494A1,T01-N02B1B
WO2016164494A1,T01-S03
WO2016164494A1,W01-A06C4
US10275733B2,T01-C03C
US10275733B2,T01-J05A
US10275733B2,T01-J12C
US10275733B2,T01-S03
US10430724B2,T01-N01A2C
US10430724B2,T01-N01A2F
US10430724B2,T01-N01D2
US10430724B2,T01-N03A2
US10430724B2,T01-S03
US10535027B2,T01-N01A2
US10535027B2,T01-S03
US9898717B2,T01-N01A1
US9898717B2,T01-N01A2
US9898717B2,T01-N01D
US9898717B2,T05-L02
US9275384B2,T01-N01A1
US9275384B2,T01-N01D
US9275384B2,T01-S03
US9275384B2,T05-L01D
US9275384B2,W01-A06C4
US9275384B2,W01-C05B3C
US9275384B2,W01-C05B5E
US9881261B2,T01-J30D
US9881261B2,T01-N01A2
US9881261B2,T01-N01B
US9881261B2,T01-N02A3C
US9881261B2,T01-S03
EP1693795A3,T01-H07C
EP1693795A3,T01-J05A1
EP1693795A2,T01-H07C
EP1693795A2,T01-J05A1
WO2000030009A3,T01-H07C1
WO2000030009A3,T01-H07C5E
WO2000030009A2,T01-H07C1
WO2000030009A2,T01-H07C5E
US9208453B2,T01-J05B4A
US9208453B2,T01-J05B4B
US9208453B2,T01-M02A1B
US9208453B2,T01-N01A2D
US9208453B2,T01-N01D3
US9208453B2,T01-N02A2C
US9208453B2,T01-N02A2E
US9208453B2,T01-S03
US9152971B2,T01-J05A2C
US9152971B2,T01-J21C
US9152971B2,T01-M06A1
US9152971B2,T01-N02A3C
US9152971B2,T01-S03
WO2016106311A1,T01-E01B
WO2016106311A1,T01-N01A2
WO2016106311A1,T01-N02A2C
WO2016106311A1,T01-S03
WO2016109097A1,T01-J05A
WO2016109097A1,T01-J12C1
WO2016109095A1,T01-N01A1
WO2016109095A1,T01-N01A2D
WO2016109095A1,T01-N01C
WO2016109095A1,T01-N01D3
WO2016109095A1,T01-N02A2C
WO2016109095A1,T01-N02A3
WO2016109095A1,T01-N02B2A
WO2016109095A1,T01-S03
WO2016109087A1,T01-C03C
WO2016109087A1,T01-F04
WO2016109087A1,T01-J05A
WO2016109087A1,T01-J12C1
WO2016109087A1,T01-N01A1
WO2016109087A1,T01-N02A1
WO2016109087A1,W01-A06C4
WO2016109087A1,W01-C01D3C
WO2016109087A1,W01-C01G8S
WO2016109091A1,T01-C03A
WO2016109091A1,T01-J05B4P
WO2016109091A1,T01-N01A1
WO2016109091A1,T01-N02A3
WO2016109091A1,T01-S03
WO2016109091A1,W01-A06C4
US9626721B2,T01-C03A
US9626721B2,T01-C03C
US9626721B2,T01-D01
US9626721B2,T01-J05B4P
US9626721B2,T01-N01A1
US9626721B2,T01-N01D
US9626721B2,T01-N02A3
US9626721B2,T01-N02B1B
US9626721B2,T01-S03
US9626721B2,T05-L02
WO2016160078A1,T01-C03A
WO2016160078A1,T01-C03C
WO2016160078A1,T01-D01
WO2016160078A1,T01-J05B4P
WO2016160078A1,T01-N01A1
WO2016160078A1,T01-N01D
WO2016160078A1,T01-N02A3
WO2016160078A1,T01-N02B1B
WO2016160078A1,T01-S03
WO2016160078A1,T05-L02
WO2016168372A1,T01-C03A
WO2016168372A1,T01-C03C
WO2016168372A1,T01-D01
WO2016168372A1,T01-N01A1
WO2016168372A1,T01-N01A2D
WO2016168372A1,T01-N01D
WO2016168372A1,T01-N02A3
WO2016168372A1,T01-N02B1B
WO2016168372A1,T01-S03
WO2016168372A1,T05-L02
WO2016168372A1,W01-A05A1
WO2016168372A1,W01-A06C4
WO2016168372A1,W06-A01
WO2016114854A1,T01-J05B4P
WO2016114854A1,T01-J11F
WO2016114854A1,T01-N01A1
WO2016114854A1,T01-N01D2
WO2016114854A1,T01-N02A3
WO2016114854A1,T01-N02B1B
WO2016114854A1,T01-N02B2
WO2016114854A1,T01-N03A1
WO2016114854A1,T01-S03
WO2016114854A1,W01-A07H2A
WO2016114854A1,W01-C01D3C
WO2016114854A1,W01-C01G8S
WO2016114854A1,W01-C01R
WO2016114854A1,W01-C02B7L
WO2016109101A1,T01-N01A1
WO2016109101A1,T01-N01A2
WO2016109101A1,T01-N02B2A
WO2016109101A1,T01-S03
WO2016105893A1,T01-J07D3
WO2016105893A1,T01-N01A2E
WO2016105893A1,T01-N02A3C
WO2016105893A1,T01-N03A1
WO2016160079A1,T01-C03A
WO2016160079A1,T01-C03C
WO2016160079A1,T01-J05B4P
WO2016160079A1,T01-J07D3
WO2016160079A1,T01-J11E
WO2016160079A1,T01-J12
WO2016160079A1,T01-N01A2E
WO2016160079A1,T01-N01D
WO2016160079A1,T01-S03
WO2016160079A1,T05-L02
WO2016160079A1,W01-A06C4
WO2016160079A1,W06-A01C
WO2016089948A1,T01-N01A2
WO2016089948A1,T01-N01D1
WO2016089948A1,T01-N01D3
WO2016089948A1,T01-N02A2C
WO2016089948A1,T01-S03
WO2020041624A1,T01-E01A
WO2020041624A1,T01-J05B4P
WO2020041624A1,T01-J11A1
WO2020041624A1,T01-J12C
WO2020041624A1,T01-N02A3C
WO2020041624A1,T01-N02B1B
WO2020041624A1,T01-S03
US10445652B2,T01-N01A1
US10445652B2,T01-N01B3
US10445652B2,T01-N02A2C
US10445652B2,T01-N02A3C
US10445652B2,T01-S03
US10445652B2,W01-A03B
US10445652B2,W01-A06G2
US10445652B2,W01-C01
US10445652B2,W04-W05A
US10593087B2,T01-J10B2
US10593087B2,T01-J10C3
US10593087B2,T01-J10C5
US10593087B2,T01-J10D
US10593087B2,T01-J11A1
US10593087B2,T01-S03
US10593087B2,T04-D03
US10593087B2,W04-N05A
US10593087B2,W04-W05A
WO2019133925A1,T01-E01A
WO2019133925A1,T01-J05B4P
WO2019133925A1,T01-J12B1
WO2019133925A1,T01-J21
WO2019133925A1,T01-N01A1
WO2019133925A1,T01-N01B3
WO2019133925A1,T01-N01D
WO2019133925A1,T01-N02B1B
WO2019133925A1,T01-S03
WO2019090163A1,T01-J05B2B
WO2019090163A1,T01-J05B4P
WO2019090163A1,T01-S03
WO2019090163A1,W04-W05A
WO2019071041A3,T01-J05B2B
WO2019071041A3,T01-J05B4P
WO2019071041A3,T01-S03
WO2019071041A2,T01-J05B2B
WO2019071041A2,T01-J05B4P
WO2019071041A2,T01-S03
WO2019191507A1,T01-E01A
WO2019191507A1,T01-J12C
WO2019191507A1,T01-M02A1
WO2019191507A1,T01-N01A1
WO2019191507A1,T01-N02A2A
WO2019191507A1,T01-N02B1B
WO2019191507A1,T01-S03
WO2019191507A1,W01-A02A
WO2019191507A1,W01-A06C4
US9349093B2,T01-J16C4
US9349093B2,T01-S03
WO2019046662A1,T01-N01A1
WO2019046662A1,T01-N02A2
WO2019046662A1,T01-S03
US9430730B2,T01-J12C
US9430730B2,T01-N01A1
US9430730B2,T01-N01D2
US9430730B2,T01-N01D3
US9430730B2,T01-N02B1B
US9430730B2,T04-K02
WO2016094581A1,T01-J12C
WO2016094581A1,T01-N01A1
WO2016094581A1,T01-N01D2
WO2016094581A1,T01-N01D3
WO2016094581A1,T01-N02B1B
WO2016094581A1,T04-K02
US9135548B2,T04-K02B
US9135548B2,T04-K03B
US9135548B2,V04-P05
US9135548B2,V04-U03
US9135548B2,W06-A04B5
US10572783B2,T04-A03B1
WO2019213627A1,T01-J05B4P
WO2019213627A1,T01-J12
WO2019213627A1,T01-N01C
WO2019213627A1,T01-N02B1B
WO2019213627A1,T01-S03
WO2019213627A1,W01-A06C4
WO2019213627A1,W01-C01
US10445630B1,T01-J05B4P
US10445630B1,T01-J12
US10445630B1,T01-N01C
US10445630B1,T01-N02B1B
US10445630B1,T01-S03
US10445630B1,W01-A06C4
US10445630B1,W01-C01
US9811772B2,T01-C03C
US9811772B2,T01-N01A1
US9811772B2,T01-N01D
US9811772B2,T01-S03
US9811772B2,W01-A06C4
US9811772B2,W02-G05A
US9892354B2,T01-C03C
US9892354B2,T01-J05B4P
US9892354B2,T01-J12
US9892354B2,T01-N01A1
US9892354B2,T01-N01D
US9892354B2,T01-S03
US9892354B2,T05-L01C
US9892354B2,T05-L01D
US9892354B2,T05-L02
US9892354B2,W01-A06C4
US10217038B2,T01-C03C
US10217038B2,T01-M06S
US10217038B2,T01-N01A1
US10217038B2,T01-N02A3C
US10217038B2,T01-S03
US10217038B2,W01-A06C4
US9639834B2,T01-C03C
US9639834B2,T01-N01A1
US9639834B2,T01-N01D3
US9639834B2,T05-L01C
US9639834B2,T05-L01D
US9639834B2,T05-L02
US9846907B2,T01-C03C
US9846907B2,T01-D01
US9846907B2,T01-J12
US9846907B2,T01-N01A1
US9846907B2,T01-N01D3
US9846907B2,T01-N02B1B
US9846907B2,T01-N02B2
US9846907B2,T01-S03
US10127546B2,T01-D01
US10127546B2,T01-G11A
US10127546B2,T01-J05B4P
US10127546B2,T01-J10D
US10127546B2,T01-J11E
US10127546B2,T01-L01
US10127546B2,T01-N01A1
US10127546B2,T01-N01D1B
US10127546B2,T01-N01D3
US10127546B2,T01-N02A3
US10127546B2,T01-S03
US10127546B2,W01-A05A1
US10127546B2,W01-A06C4
US10127546B2,W01-C01D3C
US10127546B2,W01-C01G8S
US10127546B2,W01-C01R
US9495674B2,T01-D01
US9495674B2,T01-G11A
US9495674B2,T01-J05B4P
US9495674B2,T01-J11E
US9495674B2,T01-J12C
US9495674B2,T01-L01
US9495674B2,T01-N01A1
US9495674B2,T01-N01A2C
US9495674B2,T01-N01A2F
US9495674B2,T01-N01A4
US9495674B2,T01-N02A3
US9495674B2,T01-N02B1B
US9495674B2,T01-S03
WO2016154062A1,T01-D01
WO2016154062A1,T01-G11A
WO2016154062A1,T01-J05B4P
WO2016154062A1,T01-J11E
WO2016154062A1,T01-J12C
WO2016154062A1,T01-L01
WO2016154062A1,T01-N01A1
WO2016154062A1,T01-N01A2C
WO2016154062A1,T01-N01A2F
WO2016154062A1,T01-N01A4
WO2016154062A1,T01-N02A3
WO2016154062A1,T01-N02B1B
WO2016154062A1,T01-S03
US9424570B2,T01-F05B2
US9424570B2,T01-J05A
US9424570B2,T01-J10B3A
US9424570B2,T01-J12C1
US9424570B2,T01-N01A1
US9424570B2,T01-S03
US9424570B2,T04-C02
US9424570B2,W01-C01D3C
US9424570B2,W01-C01Q
US10061954B2,T04-A03B1
US10061954B2,T04-A05
US10061954B2,T05-H02C5B
US10061954B2,W01-A06C4
US10061954B2,W01-C01D3C
US10061954B2,W01-C01D3E
US10061954B2,W06-B01B7
US10061954B2,X23-P06
US9501923B2,T01-C08A
US9501923B2,T01-J12
US9501923B2,T01-N01A1
US9501923B2,T01-N01A2
US9501923B2,T01-N01D1A
US9501923B2,T01-N02B2
US9501923B2,T01-S03
US9501923B2,T05-L01D
US9501923B2,T05-L02
US9501923B2,W01-C01D3C
US9501923B2,W01-C01G8A
US9501923B2,W01-C01G8S
US9501923B2,W05-B05
WO2016085827A1,T01-C08A
WO2016085827A1,T01-J12
WO2016085827A1,T01-N01A1
WO2016085827A1,T01-N01A2
WO2016085827A1,T01-N01D1A
WO2016085827A1,T01-N02B2
WO2016085827A1,T01-S03
WO2016085827A1,T05-L01D
WO2016085827A1,T05-L02
WO2016085827A1,W01-C01D3C
WO2016085827A1,W01-C01G8A
WO2016085827A1,W01-C01G8S
WO2016085827A1,W05-B05
US9836481B2,T01-E01B
US9836481B2,T01-E01C
US9836481B2,T01-H01B4
US9836481B2,T01-J05B2A
US9836481B2,T01-J05B4F
US9836481B2,T01-J10B2
US9836481B2,T01-N01B1
US9836481B2,T01-N02A2C
US9836481B2,T01-N02A3C
US9836481B2,T01-N03A2
US9836481B2,W03-A16E
US9846870B2,T01-F05B2
US9846870B2,T01-L02B
US9846870B2,T01-N01A1
US9846870B2,T04-A03B1
US9846870B2,T04-F02A2
US9846870B2,T04-F02C
US9846870B2,T04-H04
US9846870B2,T05-L01B
US9846870B2,T05-L01C1
US9846870B2,T05-L01D
US9846870B2,T05-L01E
US9846870B2,T05-L01H
US9454774B2,T01-J05B4P
US9454774B2,T01-J11E
US9454774B2,T01-J12
US9454774B2,T01-N01A
US9454774B2,T01-N02A2C
US9454774B2,T01-N02A3C
US9454774B2,T01-S03
WO2019126580A1,T01-C03C
WO2019126580A1,T01-N01A1
WO2019126580A1,T01-N01D3
WO2019126580A1,T01-N02A3
WO2019126580A1,T01-S03
WO2019126580A1,W01-A03B
WO2019126580A1,W01-A06C4
WO2019126580A1,W01-A06G2
WO2019126580A1,W01-A06G5C
US9519919B2,T01-F05B2
US9519919B2,T01-J05B4P
US9519919B2,T01-J11E
US9519919B2,T01-N01A
US9519919B2,T01-N02A1B
US9519919B2,T01-N02B2
US9519919B2,T01-N03A1
US9519919B2,T01-S03
WO2016145262A1,T01-F05B2
WO2016145262A1,T01-J05B4P
WO2016145262A1,T01-J11E
WO2016145262A1,T01-N01A
WO2016145262A1,T01-N02A1B
WO2016145262A1,T01-N02B2
WO2016145262A1,T01-N03A1
WO2016145262A1,T01-S03
US9355533B2,T01-F05B2
US9355533B2,T01-J05A1
US9355533B2,T01-L02A
US9355533B2,T01-L02B
US9355533B2,T05-L01B
US9355533B2,T05-L01D
US9355533B2,T05-L01H
US9704070B2,W01-C01D3C
US9704070B2,W01-C01G8S
US9965704B2,T01-F05B2
US9965704B2,T01-J05B3
US9965704B2,T01-J05B4F
US9965704B2,T01-J10B2A
US9965704B2,T01-J16C2
US9965704B2,T01-S03
WO2016070098A3,T01-F05B2
WO2016070098A3,T01-J05B3
WO2016070098A3,T01-J05B4F
WO2016070098A3,T01-J10B2A
WO2016070098A3,T01-J16C2
WO2016070098A3,T01-S03
WO2016070098A2,T01-F05B2
WO2016070098A2,T01-J05B3
WO2016070098A2,T01-J05B4F
WO2016070098A2,T01-J10B2A
WO2016070098A2,T01-J16C2
WO2016070098A2,T01-S03
US10275744B2,T01-H07A
US10275744B2,T01-J05A
US10275744B2,T01-J10B2A
US10275744B2,T01-S03
US10275744B2,W01-A06C4
US10049306B2,T01-D03
US10049306B2,T01-J04C
US10049306B2,T01-J05B2
US10049306B2,T01-J10B2
US10049306B2,T01-J10D
US10049306B2,T01-J16C2
US10049306B2,T01-N01A1
US10049306B2,T01-N01A2D
US10049306B2,T01-N01B3
US10049306B2,T01-N02A3
US10049306B2,T01-S03
US10049306B2,T04-D04
US10049306B2,W04-W05A
US9547786B2,T01-J08A
US9390305B2,T01-J05A1
US9390305B2,T01-N03A1
US9390305B2,T01-S03
US9390305B2,W01-A06C4
US9208397B2,T01-J10B2
US9208397B2,T01-S03
US9208397B2,T05-L02
US10102465B2,T01-J07D1
US10102465B2,T01-J10B1
US10102465B2,T01-J10B2
US10102465B2,T01-J10C
US10102465B2,T01-J10D
US10102465B2,T01-S03
US10102465B2,T04-C02
US10102465B2,T04-D04
US10102465B2,W01-A07H2A
US10102465B2,W01-C01D3C
US10102465B2,W01-C01G8S
US10102465B2,W01-C01R
US9424504B2,T01-J10B2
US9424504B2,T01-J10C
US9424504B2,T01-J10D
US9424504B2,T01-S03
US9536142B2,T01-J08A2
US9536142B2,T01-J10B2
US9536142B2,T01-M06A1
US9536142B2,T01-S03
US9536142B2,W01-C01B3E
US9536142B2,W01-C01D3C
US9536142B2,W01-C01G8
US9536142B2,W01-C01P2
US9324002B2,T01-F05B2
US9324002B2,T01-J05B4F
US9324002B2,T01-J07D3A
US9324002B2,T01-J10B2
US9324002B2,T07-A05
US9324002B2,W01-A06G5C
US9324002B2,W01-A06G5E
US9324002B2,W01-C01D3C
US9324002B2,W03-A16E
US9324002B2,W03-A18A6
US9129102B2,T01-J10B2A
US9129102B2,T01-J12C1
US9129102B2,T01-N02A3C
US9129102B2,T01-S03
US10529105B2,T01-C03C
US10529105B2,T01-J05A
US10529105B2,T01-J10B2
US10529105B2,T01-J10B3A
US10529105B2,T01-J10C4A
US10529105B2,T01-J10E
US10529105B2,T01-J12B
US10529105B2,T01-M06A1
US10529105B2,T01-N01A1
US10529105B2,T01-S03
US10529105B2,T04-K03B
US10529105B2,W01-A06C4E
US10529105B2,W01-C01D3C
US10529105B2,W01-C01G8A
US10529105B2,W01-C01G8S
US9792423B2,T01-J10B2A
US9792423B2,T01-J12C
US9792423B2,T01-N02B1B
US9792423B2,T01-S03
US9792423B2,T04-D04
US9792423B2,T05-L03C5
US10181066B2,T01-F02A
US10181066B2,T01-F03
US10181066B2,T01-F05F
US10181066B2,T01-J05B4P
US10181066B2,T01-N02A3C
EP3414703A1,T01-C08
EP3414703A1,T01-J05A1
EP3414703A1,T01-J12C
EP3414703A1,T01-N01A
EP3414703A1,T04-A03B
EP3414703A1,T04-A05
EP3414703A1,T05-D01A
EP3414703A1,T05-L01B
EP3414703A1,T05-L01C
EP3414703A1,T05-L01D
EP3414703A1,W01-A06C2A
EP3414703A1,W01-C01D3C
EP3414703A1,W01-C01G8S
EP3414703A1,W02-C02
WO2017137265A1,T01-C08
WO2017137265A1,T01-J05A1
WO2017137265A1,T01-J12C
WO2017137265A1,T01-N01A
WO2017137265A1,T04-A03B
WO2017137265A1,T04-A05
WO2017137265A1,T05-D01A
WO2017137265A1,T05-L01B
WO2017137265A1,T05-L01C
WO2017137265A1,T05-L01D
WO2017137265A1,W01-A06C2A
WO2017137265A1,W01-C01D3C
WO2017137265A1,W01-C01G8S
WO2017137265A1,W02-C02
US9436855B2,T04-A03A
US9436855B2,T04-K02C
US9436855B2,W01-C01D3C
US9436855B2,W01-C01G8
US9436855B2,W01-C01P2
US9704149B2,T01-C03C
US9704149B2,T01-N01A1
US9704149B2,T01-N02A3C
US9704149B2,T01-S03
US9704149B2,T05-L01D
US9704149B2,W01-A06B5A
US9704149B2,W01-A06C4E
US9704149B2,W01-C01D3C
US9704149B2,W01-C01G8S
US9704149B2,W01-C01R
US9704149B2,W06-A03A
US9679294B2,T01-J05B4F
US9679294B2,T01-J10B2
US9679294B2,T01-N01A1
US9679294B2,T01-N02A3
US9679294B2,T01-N02B1B
US9536260B2,T01-J12B1
US9536260B2,T01-M06S
US9536260B2,T01-N01A2
US9536260B2,T01-N02A3C
US9536260B2,T01-S03
WO2016161188A1,T01-J12B1
WO2016161188A1,T01-M06S
WO2016161188A1,T01-N01A2
WO2016161188A1,T01-N02A3C
WO2016161188A1,T01-S03
US7527195B2,T01-N01A1
US7527195B2,T01-N01A2J
US9330384B2,T01-H01B3
US9330384B2,T01-N01A1
US9330384B2,T01-S03
US9330384B2,W01-C01P2
US9785947B2,T01-J05A
US9785947B2,T01-J05B4P
US9785947B2,T01-J10B2
US9785947B2,T01-N01A1
US9785947B2,T01-S03
US9785947B2,T04-D01
US9785947B2,T04-K02
US9785947B2,T04-K03D
US9589301B2,T01-N01A1
US9589301B2,T01-N03A1
US10269019B2,T01-J05B4P
US10269019B2,T01-J10B2
US10269019B2,T01-N01A1
US9639868B2,T01-C03C
US9639868B2,T01-J05A
US9639868B2,T01-J05B4P
US9639868B2,T01-S03
US9639868B2,W01-A06C4
US9734652B1,T01-F04
US9734652B1,T01-N01D3
US9734652B1,T01-S03
US9734652B1,T04-B
US9734652B1,T04-C01
US9734652B1,T04-K02C
US9734652B1,W01-C01D3C
US9734652B1,W01-C01G8S
US9230272B1,T01-C03C
US9230272B1,T01-J05B4P
US9230272B1,T01-N01A
US9230272B1,T01-S03
US9230272B1,W01-A06C4
US9230272B1,W01-C01D3C
US9230272B1,W01-C01G8S
US9230272B1,W01-C01R
US10049315B2,T01-J05A
US10049315B2,T01-J12C1
US10049315B2,T04-D04
US10049315B2,T04-K02
US9552580B2,T01-J05A
US9552580B2,T01-J12C1
US9552580B2,T01-S03
US9524499B2,T01-M06A1
US9524499B2,T01-N01A1
US9524499B2,T01-S03
US9524499B2,T05-L01D
US9524499B2,W01-C01D3C
US9524499B2,W01-C01G8
US9524499B2,W01-C01P2
US10395069B2,T01-J05B4P
US10395069B2,T01-J12C
US10395069B2,T01-N02A3
US10395069B2,T01-N02B1B
US10395069B2,T01-S03
US10395069B2,W01-C01D3C
US10395069B2,W01-C01G8S
US10025958B1,T01-J05B4P
US10025958B1,T01-J12C
US10025958B1,T01-N02A3
US10025958B1,T01-N02B1B
US10025958B1,T01-S03
US10025958B1,W01-C01D3C
US10025958B1,W01-C01G8S
WO2019118731A1,T01-D01
WO2019118731A1,T01-J12C
WO2019118731A1,T01-N01D3
WO2019118731A1,T01-N02A2C
WO2019118731A1,T01-N02B1B
WO2019118731A1,T01-S03
WO2019118731A1,W01-A05A
WO2019118731A1,W01-C01D3C
WO2019118731A1,W01-C01G8S
US9152812B2,T01-D01A
US9152812B2,T01-F05F
US9152812B2,T01-J05B4M
US9152812B2,T01-J12C
US9152812B2,T01-N01D2
US9152812B2,T01-N02B1B
US9152812B2,T01-N02B2
US9152812B2,T01-S03
US9152812B2,W01-A05A
US9996701B2,S05-G02G3
US9996701B2,S05-G02G9
US9996701B2,T01-J12C
US9996701B2,T01-N01A3
US9996701B2,T01-N01D1B
US9996701B2,T01-N01D2
US9996701B2,T01-N01E
US9996701B2,T01-N02B1A
US9996701B2,T01-N02B1B
US9996701B2,T01-S03
US9996701B2,W01-A06F2A
US9996701B2,W01-C01D3C
US9996701B2,W01-C01G6E
US9996701B2,W06-A03A
US10373169B2,T01-N01A1
US10373169B2,T01-N02A3C
US10373169B2,T01-N02B1B
US10373169B2,T01-S03
US10373169B2,W06-A03A5C
US9501657B2,T01-D01A
US9501657B2,T01-F05F
US9501657B2,T01-G02A2D
US9501657B2,T01-J05B4M
